Name,Department,Rating,Difficulty,Would Take Again %,Total Ratings,Courses Taught,Review 1,Review 2,Review 3
"Hongyoung Kim","Sports Science",0,0,100,0,"LEADERDEVSPORT","Q:4/D:2/G:A — Very understanding and accommodating. Weekly quizzes are based on the textbook and readings, and then there are group assignments each week. It's not a difficult class. There is also a semester-long project, which is not difficult either. The midterm and final are an in-class essay, but you get a on","",""
"Tisheka Beepath","Social Work",0,0,100,0,"SW507","Q:5/D:2/G:N/A — I really enjoyed this class. Professor Beepath made it very engaging and gave us a lot of opportunity to have discussions and ask questions. It felt like an organic conversation more than a forced participation situation, which I think helped more people feel comfortable talking. Definitely my best ","",""
"Hieu Phung","Asian Studies",0,0,-1,0,"","","",""
"V. Duwayne Battle","Social Work",4.2,2.4,100,44,"DIV11|DIV13|DIV16|DIVER506|DIVOP1|DVOPP506|GRISK352|INTRO101|INTROSOCIALWK|INTROSOCWORK|INTROSOWR|INTROSW|INTROTOSW|MODULES|MSW503|SOC101|SOC221|SOC910|SOCIALWORK|SOCWK220|SOCWK506|SOCWK910|SOCWKINTR|SOCWRK|SOWRK101|SPIRT582|SW101|SW506|SW582|SWK506|SWORK101|SWS220","Q:5/D:3/G:A — Great in every aspect. Participation matters, and you will have no issues. Responds in a timely manner to any questions, comments, or concerns that you may have.","Q:5/D:1/G:A+ — During my course I had professor Rashed and he died so Dr. Battle took over and he was a phenomenal teacher and was amazing helping us through the death of our professor. Definitely take his class.","Q:5/D:4/G:A — Student focused and strengths-based!!!"
"Susan Miller","English",4.8,2.2,89.4737,37,"355101|CREATIVEWRITIN|CRNONFIC|CW201|CW212|CW306|CW406|CWPOETRY|ENG201CW|EXPOS101|POETR306","Q:5/D:2/G:A — Absolutely amazing teacher! She is so genuine, kind, and really cares about her students. Her classes are engaging, informative, and she makes learning about writing enjoyable. I feel lucky to have had such a wonderful teacher!","Q:5/D:1/G:A+ — THE BEST TEACHER EVER","Q:5/D:1/G:A+ — The nicest lady ever, very understanding towards what the student wants. Only 3 assignments the whole semester. At end, need to revise one and submit along with the other 2. Has extra credit opportunity. Be prepared to have attendance taken. Gave great feedback on my writing. I don't enjoy writing b"
"Gary Rendsburg","Judaic Studies",4.6,2.8,100,36,"BIB265|DEADSEASCROLLS|DEADSEASCROLLS1|DSS01|HDWKT|HEB220|HIST271|HONORS293|JEWISHSOC|JEWISHSOCCULI|JEWISHSTUDIES|JEWSC1|JEWSOC1|JEWSOCCULT1|JEWSOP1|JH201|JS563H506|JSC01|JSC1|JSC201|JSCI|JSSEMINAR|MANY|REL205|RELIG201","Q:5/D:2/G:A — He is amazing. He's an expert who genuinely loves the subject and makes it fascinating. He's written books on it and it shows. Graded on participation (10%) and 3 take-home tests. Take detailed notes, you need it for the exams. Lots of material but never boring. Answers emails fast and gets to know ","Q:5/D:1/G:A — Great professor and great guy. Def recommend","Q:5/D:2/G:A — Awesome professor, he can tell he is extremely knowledgeable in his field and his lectures are really informative as a result. He is a fair grader and very lenient. It was a joy taking his class."
"Nafees Alam","Social Work",4.6,2.3,100,33,"E00128001|INTROSWSJ220|METHDSSWRSRCH2|METHDSWRESII595|METHODSII595|METHSOCWK101|MTDSOFSOCWK1|RES128|RESEARCH01|RESEARCH595|RESEARCHMETH505|SW19910505|SW19910595|SW505|SW595|SWK200|SWK505|SWK602|SWK612|SWK61228024","Q:5/D:3/G:A — Dr. Alam is exceptional. His clarity, passion, and real-world policy expertise made SOC WEL POL & SRVS's MSW course one of the most impactful in my MSW program. His ability to challenge my thinking while supporting my growth encouraged me, made me feel valued, and pushed me to develop as a strong em","Q:5/D:2/G:A — The class is pretty easy overall. Midterm and Final will be 50% of your final grade. Discussion and weekly homework will be the other 50%.","Q:4/D:1/G:A — This was an easy class with a nice and helpful teacher. My only problem is that it seems that any opposing point of views that are not talked about or even really welcome."
"Sophie Kan","Mathematics",2.6,3.9,15.7895,29,"151|CALC135|CALC151|CALC152|CALC251|MATH111|MATH135|MATH151|MATH152","Q:1/D:5/G:B — weird way of teaching, mid grade scale, recitation doesnt give you full scores, and uses a chalkboard in the year of 2026","Q:3/D:4/G:A — She teaches by writing very small on a chalkboard, gets her point across then moves on, and occasionally does examples in lecture. Her Russian accent makes it difficult to understand, however leads to funny moments in lecture. She also gives extra credit points at the end of every lecture via emaili","Q:1/D:4/G:A — she was a very sweet lady but the way she wrote on the chalkboard was almost illegible sometimes. She also doesnt explain very much and her lectures were her just copying down problems and didnt really teach it. I did well because i took the class before be ready for a lot of self studying. Lectures"
"Junchao Li","Management",4.4,2.9,85,19,"MAN33620302|MAN620302|MNGMT302|MS33620302","Q:5/D:1/G:Not sure yet — My favorite prof so far at Rut!! Both of the sections were complaining about not having enough time to finish an assignment (he gave plenty of time...) and he extended the due dates for everyone. Very understanding and sweet. Tried to make his 3 hour classes as entertaining as he could. Take a class","Q:1/D:5/G:Not sure yet — Def not a good class to take. Can find better professors.","Q:3/D:3/G:B — his exams r hard. take the easier professors. his lectures r alright since he tries to make them hard. but he's rlly sweaty and tries too hard on making the exams."
"Mona Lena Krook","Political Science",2.7,3.7,0,6,"GENPO202|HONSEMINAR292|POL790|SENIORSEMINAR|WOMENINPOL","Q:1/D:3/G:N/A — She does not teach.She talks to herself 3 hours straight. Impossible to take notes cause when there is nothing to take notes on. Don't know a single student who can learn like that.I did not know it was even possible to make someone loves learning about government and politics hate it and want to ch","Q:1/D:5/G:N/A — Listen to the other reviews. This class is extremely boring. She fails to make it interesting at all. She lectures for three straight hours and makes it clear that she dislikes when students ask questions. She likes to hear herself talk and loves to assign readings and talk about all her books. Very","Q:1/D:5/G:N/A — Very long lectures without breaking in between. Spoke for three hours straight whether in person or online. Every class is mentioning one topic and then gives three hours of examples. Assigned a 5000 final paper on a topic that we spoke about for ten minutes. Mindnumbingly boring and not a good teac"
"Meg Regan","Performing Arts",3,2.8,66.6667,5,"HBDO182","Q:4/D:3/G:A — You will learn a lot from Prof Regan and I highly recommend History of Broadway Dance, especially if you're interested in the subject, but it is not an easy A. You will have to contextualize, and analyze videos against Broadway and American history. It's alot of assignments but worth it if you like ","Q:4/D:2/G:A — Canvas formatting a little difficult to navigate at first, but overall a great asynch core req! If you demonstrate that you read enough of the module, you'll get the A","Q:5/D:3/G:A — Best professor ever that I had to experience. She not only gives you respectable and great feedback but also communicates with you effectively! She also gives extra credit so make sure to do that. Pretty average on difficulty but manageable. Overall great teacher, take her and your GPA shouldn't go "
"Evan Jaffe","Psychology",3.8,2,83.3333,5,"EDU307|HUMANDEV|SPED15293522","Q:5/D:2/G:A+ — Professor Jaffe was great for human development. He is super understanding and reasonable. There was a discussion and question assignment every week which were straight forward, a midterm and final which were only a few questions, and you had a week to complete them. The content is interesting, and ","Q:4/D:2/G:A — Textbook required but you can find for free online. Canvas was a little unorganized and sometimes prompts didn't fully make sense. Just 2 assignments due every Monday that aren't hard, and then you have to reply to peoples' posts. Midterm and final aren't typical tests, just gotta answer a few quest","Q:2/D:2/G:A+ — Not a fan. Canvas was a mess. Assignment instructions are not always clear. Liked to take points off for seemingly no reason. Even doing the bare minimum for every assignment was a lot of work weekly: multiple discussion posts, reflections, and papers. Easy and interesting topics. He will fix your g"
"Marie Dye","Communication",2.8,2.5,40,4,"COMM356|COMM372","Q:2/D:2/G:Not sure yet — I took Professor Dye for Communication in Relationships. She never went over any assignments or never posted grades. She does not take attendance although 80% of the class stopped showing up after spring break. Never post announcements. Overall, the nice professor cares about students' wellbeing, bu","Q:3/D:2/G:A+ — I took leadership groups and orgs (COMM458). Assignments were pretty straightforward. You have this group project and annotated bibliography which both are kind of useless but easy A. She also takes a long time to grade assignments","Q:2/D:2/G:A — I took her for Leadership in Groups and Orgs [comm485]. First of all, only online open note quizzes. She is easy, but will almost never respond to your emails and her instructions for important assignments are so beyond unclear. You do one big project at the end of the semester which is essentially "
